file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.users_weekly_existing_customer_selling_avg_dur_hr_qtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1) 
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var res = CALCULATE(
			    AVERAGEX(
			        users_history,
			        users_history[ci_time_alloc_existing_customer_selling]
			    ),
			    users_history[_sys_filt_start_date] >=start_date_qtd_sply && users_history[_sys_filt_start_date] <=end_date
			)
			RETURN
			res",Average of users weekly existing customer selling avg dur hr qtd sply. Respects the current filter context.,,5d9d31cd-8f99-4634-b1aa-c7a4fe34b81e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.users_weekly_internal_avg_dur_hr_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1) 
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var res = CALCULATE(
			    AVERAGEX(
			        users_history,
			        users_history[ci_time_alloc_internal]
			    ),
			    users_history[_sys_filt_start_date] >=start_date_ytd_sply && users_history[_sys_filt_start_date] <=end_date
			)
			RETURN
			res",Average of users weekly internal avg dur hr ytd sply. Respects the current filter context.,,87352cd2-f16c-4cad-ae81-44d0fe4d224a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.users_weekly_new_logo_avg_dur_hr_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1) 
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var res = CALCULATE(
			    AVERAGEX(
			        users_history,
			        users_history[ci_time_alloc_new_logo]
			    ),
			    users_history[_sys_filt_start_date] >=start_date_ytd_sply && users_history[_sys_filt_start_date] <=end_date
			)
			RETURN
			res",Average of users weekly new logo avg dur hr ytd sply. Respects the current filter context.,,1e115d3c-5d41-4324-88e5-df61070e9c91
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.users_weekly_prospecting_avg_dur_hr_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1) 
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var res = CALCULATE(
			    AVERAGEX(
			        users_history,
			        users_history[ci_time_alloc_prospecting]
			    ),
			    users_history[_sys_filt_start_date] >=start_date_ytd_sply && users_history[_sys_filt_start_date] <=end_date
			)
			RETURN
			res",Average of users weekly prospecting avg dur hr ytd sply. Respects the current filter context.,,005701b7-6202-4954-8ad4-e13650ab63a5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.users_weekly_post_sales_avg_dur_hr_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1) 
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var res = CALCULATE(
			    AVERAGEX(
			        users_history,
			        users_history[ci_time_alloc_post_sales]
			    ),
			    users_history[_sys_filt_start_date] >=start_date_ytd_sply && users_history[_sys_filt_start_date] <=end_date
			)
			RETURN
			res",Average of users weekly post sales avg dur hr ytd sply. Respects the current filter context.,,904f7aa8-5b2e-4abe-b65f-c27848ca72a9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.users_weekly_existing_customer_selling_avg_dur_hr_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1) 
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			var res = CALCULATE(
			    AVERAGEX(
			        users_history,
			        users_history[ci_time_alloc_existing_customer_selling]
			    ),
			    users_history[_sys_filt_start_date] >=start_date_ytd_sply && users_history[_sys_filt_start_date] <=end_date
			)
			RETURN
			res",Average of users weekly existing customer selling avg dur hr ytd sply. Respects the current filter context.,,96a7ba24-1ebb-42e6-8701-6a96df1dd3da
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_leads_updated,"var lead_gen_tbl = CALCULATETABLE(ssr_history,ssr_history[step_name] = ""Lead Gen"")  // all the applicable lead gen steps 
			
			var lead_gen_tbl_prosp_conv_prob = ADDCOLUMNS(
			    lead_gen_tbl, 
			    ""prospecting_step_success_prob"", AVERAGEX(
			            filter(
			                All(
			                    ssr_history
			                ), 
			            [step_name] = ""Prospecting"" && [_sys_ssr_id] =  EARLIER([_sys_ssr_id])
			        ),
			        [step_success_prob]
			    )
			)  
			
			// AVERAGEX(FIlter(filt_ranked, [acct_won_rank] >= EARLIER([acct_won_rank])), [acct_won_amount]) ) -- running total sorted by rank   
			--var prospecting_tbl = CALCULATETABLE ( ssr_history,ssr_history[step_name] = ""Prospecting"") 
			var res = AVERAGEX(lead_gen_tbl_prosp_conv_prob, [prospecting_step_success_prob]) // read the prospecting vale 
			return res",Measure calculating ssr history leads updated. Respects the current filter context.,0%;-0%;0%,945ef526-000a-41e3-a8fd-a0075b8e49f7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_mkt_leads_probability_of_conversion,,Measure calculating ssr history mkt leads probability of conversion. Respects the current filter context.,,350624f7-0478-4550-800c-02e07055a982
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_sales_leads_probability_of_conversion,,Measure calculating ssr history sales leads probability of conversion. Respects the current filter context.,,2ee6541e-7e57-476a-a032-4160088c398d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_duration_hrs_new_logo_sales_process_step,"var dur = calculate(
			    sum(
			        ssr_history[stkhlds_all_adj_dur]
			    ), 
			    KEEPFILTERS(
			        ssr_history[step_name] = ""New Logo Selling""
			    )
			) / 3600 // turn to hours
			var res  = dur
			return res",Measure calculating ssr history duration hrs new logo sales process step. Respects the current filter context.,"#,##0"" hrs""",b87c62e3-8d3f-4ec4-a8f8-b45f588ea9a7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_duration_hrs_prospecting_sales_process_step,"var dur = calculate(
			    sum(
			        ssr_history[stkhlds_all_adj_dur]
			    ), 
			    KEEPFILTERS(
			        ssr_history[step_name] = ""Prospecting""
			    )
			) / 3600 // turn to hours
			var res  = dur
			return res",Measure calculating ssr history duration hrs prospecting sales process step. Respects the current filter context.,"#,##0"" hrs""",56d914c8-1356-4e5e-84fd-4a60fd2ce515
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_duration_hrs_post_sales_sales_process_step,"var dur = calculate(
			    sum(
			        ssr_history[stkhlds_all_adj_dur]
			    ), 
			    KEEPFILTERS(
			        ssr_history[step_name] = ""Post-Sales Support"" 
			    )
			) / 3600       // turn to hours
			var res  = round(dur / 10, 0) * 10 // make it ten hour increments
			return res",Measure calculating ssr history duration hrs post sales sales process step. Respects the current filter context.,"#,##0"" hrs""",8ae2c3a1-521b-4861-92da-86d04f394c87
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_duration_hrs_existing_customer_selling_sales_process_step,"var dur = calculate(
			    sum(
			        ssr_history[stkhlds_all_adj_dur]
			    ), 
			    KEEPFILTERS(
			        ssr_history[step_name] = ""Existing Customer Selling"" 
			    )
			) / 3600 // turn to hours
			var res  = dur
			return res",Measure calculating ssr history duration hrs existing customer selling sales process step. Respects the current filter context.,"#,##0"" hrs""",b2ef2938-3680-412b-8478-920cf57ca4aa
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_leads_probability_of_conversion_w_thresh,"VAR _proba = [meas.ssr_history_leads_probability_of_conversion]
			//this measure helps you filter out small segments of a result so they don't ""pollute"" the result. Use this is a filter measure and make the condition ""greater than 0""
			// first get the current count but remove the groupiing filter context 
			var all_current_val =  CALCULATE(count(ssr_history[_sys_ssr_id]), ssr_history[_sys_ssr_id] <> ""abc"") // abc is a value that will never exist in the db
			// get the regular count in the current filter context
			var count_current_val = CALCULATE(distinctcount(ssr_history[_sys_ssr_id]), ssr_history[step_name] = ""Lead Gen"") 
			// see the ration of this value
			var ratio = DIVIDE(count_current_val, all_current_val)
			// set the threshold - in htis case 10%
			var thresh = 0.03
			// determine if the ratio is over the threshhold and resturn o
			var res  = IF(ratio >= thresh, _proba)
			return res",Measure calculating ssr history leads probability of conversion w thresh. Respects the current filter context.,0.0%;-0.0%;0.0%,d8113038-a6ce-4505-9139-59956793fea5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_accts_per_rep_new_logo_prospecting,,Measure calculating ssr history accts per rep new logo prospecting. Respects the current filter context.,"0"":1""",723c7a5a-4472-405e-b795-f6ef8ceb3ced
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_accts_per_rep_post_sales_existing_customer_selling,,Measure calculating ssr history accts per rep post sales existing customer selling. Respects the current filter context.,"0"":1""",6e51518c-1072-4e64-b829-407709d6a1bb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_created_first_touched_age,"var _max_date = CALCULATE(MAX(cal_start_dates[Date]))   /// get the context current max date
			var _added_date = [meas.ssr_open_leads_accts_added_date]           // get the date when the leads added
			var _first_touched_date = [meas.ssr_open_leads_accts_first_touch_date]         // get the first touch date
			
			
			VAR _creatd_age = DATEDIFF(_added_date, _max_date, DAY)
			VAR _res_create = IF(
			    _creatd_age = 0,        // concate strings
			    ""-"",
			    _creatd_age & "" Days""
			)
			
			var _first_touch = DATEDIFF(_first_touched_date, _max_date, DAY)            // get the diff in days 
			
			VAR _res_first = IF(
			    _first_touch <= 0,
			    ""-"",
			    _first_touch & "" Days""              // concate day strings
			)
			
			RETURN
			_res_create & "" / "" & _res_first",Measure calculating ssr history created first touched age. Respects the current filter context.,,93636c7a-41a2-42f0-8f1c-aa6bd54d201a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_total_adj_duration_hrs,,Measure calculating ssr history total adj duration hrs. Respects the current filter context.,"#,##0"" hrs""",c2ad5daf-4051-40e0-804d-eb894820bca3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_engagement_rate,,Rate of ssr history target engagement rate. Respects the current filter context.,,34157429-5bd8-465c-be96-95b14f3d4b9f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_last_engage_age_days,,Measure calculating ssr history last engage age days. Respects the current filter context.,,40fe084d-25fb-4833-95ea-7fc917adc2c9
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_qual_bucket,,Measure calculating ssr history target qual bucket. Respects the current filter context.,,883604d1-88f8-4a90-a36b-528ee69e7bc0
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_target_acct_count,,Count of ssr target acct count. Respects the current filter context.,0,7b3d9e70-1602-459b-b559-9d6784b1eaed
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_mtd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_mtd &&  cal_end_dates[Date] <= end_date)
			
			var _accts = CALCULATE(
			    [meas.ssr_target_acct_count],
			    cal_end_dates[Date] >=  start_date_mtd &&  cal_end_dates[Date] <= end_date
			)
			RETURN
			IF( _accts = BLANK(), 0, _accts)",Count of ssr history target acct count mtd. Respects the current filter context.,0,c39d3fd5-0a01-441b-be3f-5073037e0252
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_mtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			var _accts = CALCULATE(
			    [meas.ssr_target_acct_count],
			    cal_end_dates[Date] >=  start_date_mtd_sply &&  cal_end_dates[Date] <= end_date_sply
			)
			RETURN
			IF( _accts = BLANK(), 0, _accts)",Count of ssr history target acct count mtd sply. Respects the current filter context.,0,1c74476c-6756-47bb-8f16-9fcaf1cb3cc2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_qtd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			VAR _accts = CALCULATE(
			    [meas.ssr_target_acct_count],
			    cal_end_dates[Date] >=  start_date_qtd &&  cal_end_dates[Date] <= end_date
			)
			RETURN
			IF( _accts = BLANK(), 0, _accts)",Count of ssr history target acct count qtd. Respects the current filter context.,0,2d66d18b-d4b5-4fa9-84a4-2b1f4d231b4a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_qtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			VAR _accts = CALCULATE(
			    [meas.ssr_target_acct_count],
			    cal_end_dates[Date] >=  start_date_qtd_sply &&  cal_end_dates[Date] <= end_date_sply
			)
			RETURN
			IF( _accts = BLANK(), 0, _accts)",Count of ssr history target acct count qtd sply. Respects the current filter context.,0,1c5c9cbe-1015-44e2-b920-8a9107f71e75
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_ytd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			VAR _accts = CALCULATE(
			    [meas.ssr_target_acct_count],
			    cal_end_dates[Date] >=  start_date_ytd &&  cal_end_dates[Date] <= end_date
			)
			RETURN
			IF( _accts = BLANK(), 0, _accts)",Count of ssr history target acct count ytd. Respects the current filter context.,0,c113589c-b7b8-4213-a7f6-5df6b25a0e89
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_ytd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			VAR _accts = CALCULATE(
			    [meas.ssr_target_acct_count],
			    cal_end_dates[Date] >=  start_date_ytd_sply &&  cal_end_dates[Date] <= end_date_sply
			)
			RETURN
			IF( _accts = BLANK(), 0, _accts)",Count of ssr history target acct count ytd sply. Respects the current filter context.,0,e5b92766-c5d2-4b67-85d5-65b587372047
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_mtd_sply_diff,,Count of ssr history target acct count mtd sply diff. Respects the current filter context.,"+0%;-0%;""-""",cf513a61-cfb4-4a47-875f-183939f12996
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_qtd_sply_diff,,Count of ssr history target acct count qtd sply diff. Respects the current filter context.,"+0%;-0%;""-""",c6b82c06-1902-4d2f-ad46-189958b1561d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_target_acct_count_ytd_sply_diff,,Count of ssr history target acct count ytd sply diff. Respects the current filter context.,"+0%;-0%;""-""",23552dd5-0d36-42f4-88ce-bfd38fb9b58c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_mtd,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_mtd &&  cal_end_dates[Date] <= end_date)
			
			var res = CALCULATE(
			    AVERAGEX(
			        dates_tbl,
			        ssr_history[step_success_prob]
			    )
			)
			
			RETURN 
			IF( res = BLANK(), 0, res)",Rate of ssr history avg pred conv rate mtd. Respects the current filter context.,0%;-0%;0%,ac0cd725-07ac-4db9-a159-df88318d12bf
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,meas.ssr_history_avg_pred_conv_rate_mtd_sply,"-- get the dates
			var curr_date = CALCULATE(MAX(cal_end_dates[Date])) // get the mgmt current end date
			var end_date = curr_date
			var end_date_sply = date(Year(end_date) -1,Month(end_date),day(end_date)) // get the yoy end date
			var start_year = Year(curr_date) 
			var start_qtr_month = (Quarter(curr_date) * 3) - 2  
			var start_month = Month(curr_date)
			var start_date_ytd = date(start_year,1,1)  
			var start_date_ytd_sply = date(start_year-1,1,1)  
			var start_date_qtd = date(start_year,start_qtr_month ,1)  
			var start_date_qtd_sply = date(start_year -1,start_qtr_month,1)  
			var start_date_mtd = date(start_year,start_month,1)  
			var start_date_mtd_sply = date(start_year -1,start_month,1)  
			
			-- get data for overridden date periods but still contextual
			var dates_tbl =  CALCULATETABLE(ssr_history , cal_end_dates[Date] >=  start_date_mtd_sply &&  cal_end_dates[Date] <= end_date_sply)
			
			var res = CALCULATE(
			    AVERAGEX(
			        dates_tbl,
			        ssr_history[step_success_prob]
			    )
			)
			
			RETURN 
			IF( res = BLANK(), 0, res+0)",Rate of ssr history avg pred conv rate mtd sply. Respects the current filter context.,0%;-0%;0%,feceac64-d5e2-45b9-9ee6-20b389097999
