file,model,table,description,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\opps.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,opps,,94b5d4f0-c14b-4b61-8e6f-fc611c85e6de
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\opps_stages.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,opps_stages,,062d8b8c-e3dc-4c84-8a55-689cbb83bec6
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\orders_opps.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,orders_opps,TODO: provide business definition for this table.,21dc53e5-4fe5-4b36-9252-a0ee5b8fe761
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_1.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_1,"One row per performance_metric_1 record. Source fields include System prefixes. Supports measures such as meas.rep_overview_metric_1, meas.rep_overview_metric_1_avg.",44d81956-7d01-4020-9897-b0474ef2eb84
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_2.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_2,"One row per performance_metric_2 record. Source fields include System prefixes. Supports measures such as meas.selected_string_full_metrics, meas.selected_string_metric_2.",515c2a53-2fdd-414c-b72b-b0bcac860d6a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\performance_metric_format.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,performance_metric_format,TODO: provide business definition for this table.,534838ad-0dca-4363-b3fc-987b1bffd9ef
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\products.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,products,,40b9c0cb-f2d0-4937-88d6-57242cf9d494
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,"One row per quality_bucket record. Source fields include System prefixes. Supports measures such as meas.quality_bucket_prob_lower_pct, meas.quality_bucket_prob_upper_pct.",3bca5c50-5b78-4939-8abb-0daae7d2d5cb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,"TODO: provide business definition for this table. Supports measures such as meas.rep_details_week_of, meas.current_week_phone_call_count.",96b232d3-b57b-4370-8f79-3232804c0702
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_overview_table.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_overview_table,"TODO: provide business definition for this table. Supports measures such as meas.rep_overview_metric_name, meas.rep_overview_avg.",35e01a1d-7633-4461-b688-1d08303368c3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\report_versions.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,report_versions,TODO: provide business definition for this table. Related to LocalDateTable_ac99c4be-fabc-485e-853f-0d39068680d7 (release_date -> Date). Supports measures such as meas.report_versions_current_ver.,feead5d3-417c-4a86-b923-ee3151b279d1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,,cb48d9a8-ea61-48bb-845c-67eb596f90f7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_company_sizes.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_company_sizes,TODO: provide business definition for this table. Source fields include TrueAI prefixes.,2565960f-c84d-4fa0-b23e-0b62df0f581f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,,c2ee1095-155a-44f5-a5af-efb2bc2dc2c5
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history_stakeholders.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history_stakeholders,,7d90e819-db99-4cda-845c-11c2533dfe69
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history_success_factors.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history_success_factors,,6d0d1645-2b04-4700-87d8-13fed799fb4d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\strat_summary.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,strat_summary,"One row per strat_summary record. Source fields include System prefixes. Related to users (_sys_user_id -> _sys_doc_id), cal_end_dates (_sys_filter_end_date -> Date). Supports measures such as meas.strat_summary_delta_prev_period, meas.strat_summary_score.",ed1b27bf-eb0f-4e9b-b221-10ffd26ab22c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\time_intelligence.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,time_intelligence,TODO: provide business definition for this table. Supports measures such as meas.fiscal_config_offset.,5d72a475-096f-4745-a732-db72d32eeafe
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\users.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,users,,a820f8fc-c2ef-41f8-bc42-b46f25fc4f43
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\users_activities.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,users_activities,,fb2d1c4a-d460-4eb9-94bd-25ddedeb3f9c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\users_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,users_history,,d904fbb9-5121-4eb7-966a-bb236f245cbb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\users_managers.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,users_managers,"One row per users_manager record. Source fields include System, TrueAI prefixes.",bb069c2a-cf9c-429e-b3ce-b37fd7d995cb
